ID,Age,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Female,Male,No,Yes,No,Yes,Artist,Doctor,Engineer,Entertainment,Executive,Healthcare,Homemaker,Lawyer,Marketing
1987,39,6.0,0,2.0,3,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
6556,40,1.0,2,1.0,5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3767,29,2.0,2,4.0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8566,31,8.0,2,4.0,5,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
8253,23,0.0,2,2.0,5,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
7897,39,8.0,0,2.0,5,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
553,74,1.0,1,2.0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
590,32,1.0,2,1.0,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6549,57,7.0,1,2.0,5,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
7716,35,0.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
5976,35,0.0,0,2.0,5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8000,33,0.0,2,5.0,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
8081,37,1.0,2,1.0,5,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7306,53,9.0,2,1.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
10203,73,2.0,2,1.0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
2306,39,9.0,2,1.0,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
3202,30,0.0,1,4.0,5,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
6084,42,1.0,2,7.0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2998,39,0.0,1,3.0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5562,61,0.0,1,3.0,5,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1003,45,1.0,0,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
9996,52,1.0,0,5.0,3,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1407,40,0.0,2,1.0,5,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6659,69,1.0,2,1.0,5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
144,83,1.0,2,2.0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4248,35,0.0,0,2.0,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2916,63,9.0,2,1.0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4896,42,5.0,1,4.0,5,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
7319,37,1.0,0,3.0,5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8920,65,0.0,1,2.0,5,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
235,69,1.0,2,4.0,5,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
7530,26,10.0,2,1.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8127,25,4.0,2,3.0,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
83,49,0.0,2,1.0,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
7540,49,1.0,2,1.0,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3085,62,1.0,0,2.0,5,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4479,37,1.0,0,9.0,3,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6424,46,0.0,2,3.0,2,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2542,45,1.0,0,5.0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3287,36,9.0,2,2.0,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7013,20,0.0,2,9.0,6,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
4518,65,0.0,0,2.0,5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1106,47,0.0,0,5.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3157,29,9.0,2,2.0,5,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
913,33,1.0,2,5.0,5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2905,28,1.0,2,2.0,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
8141,83,1.0,1,2.0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
4993,18,1.0,2,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2236,45,11.0,2,1.0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4244,27,0.0,2,2.0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1789,70,0.0,1,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
9727,23,0.0,2,4.0,5,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1784,49,0.0,2,1.0,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3285,59,1.0,0,5.0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
4634,19,1.0,2,3.0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
6681,27,8.0,2,3.0,5,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
8988,36,4.0,0,2.0,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1270,47,7.0,2,1.0,5,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
6982,67,0.0,1,2.0,5,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
4619,28,1.0,2,2.0,5,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
777,89,1.0,1,2.0,5,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4972,39,2.0,2,1.0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
2431,18,3.0,2,4.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9905,33,1.0,2,4.0,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
10527,60,1.0,2,1.0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
10102,40,1.0,1,4.0,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
6844,32,6.0,2,1.0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7474,69,0.0,2,2.0,3,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
10345,38,1.0,0,4.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
10357,75,1.0,1,2.0,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
10266,39,0.0,0,3.0,5,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6430,39,0.0,2,2.0,5,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
5214,48,1.0,0,4.0,5,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1451,41,2.0,2,1.0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3095,58,9.0,2,4.0,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
112,47,13.0,2,1.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
8774,68,1.0,1,2.0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
6401,33,1.0,2,1.0,5,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
7032,18,7.0,2,3.0,3,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5205,38,0.0,0,3.0,5,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4570,50,1.0,0,3.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
10586,41,2.0,0,5.0,5,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
4532,27,1.0,2,3.0,5,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
9073,30,8.0,2,2.0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
849,35,1.0,0,4.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4513,37,5.0,0,2.0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
8738,87,1.0,1,2.0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
367,27,8.0,0,3.0,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
9448,88,0.0,2,1.0,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
7778,50,1.0,0,3.0,5,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6627,47,1.0,2,1.0,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
6282,88,1.0,1,2.0,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8669,43,1.0,2,4.0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
3453,70,0.0,0,2.0,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
3233,49,0.0,2,1.0,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2463,40,0.0,2,3.0,5,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
10164,42,2.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2565,45,3.0,2,9.0,3,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
425,48,8.0,2,3.0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3703,84,1.0,1,2.0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
4466,42,9.0,1,6.0,5,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
9971,41,1.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
536,39,0.0,2,2.0,5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
6882,58,1.0,0,2.0,5,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3806,43,0.0,2,1.0,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
7315,45,4.0,2,1.0,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
79,36,5.0,2,1.0,5,3,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
3331,29,1.0,2,6.0,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
270,46,0.0,0,3.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
7544,81,0.0,1,2.0,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2289,37,8.0,0,3.0,5,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
657,62,0.0,0,3.0,5,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
10621,66,2.0,2,3.0,5,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1483,36,6.0,2,6.0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3358,57,0.0,1,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1389,35,1.0,2,1.0,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
9155,35,6.0,2,3.0,5,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
969,19,0.0,2,2.0,2,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
8215,33,1.0,2,2.0,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1933,25,1.0,2,2.0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3296,55,1.0,0,3.0,6,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
4474,37,8.0,0,3.0,3,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
2127,45,1.0,2,5.0,5,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
2529,31,0.0,0,2.0,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1277,28,9.0,1,3.0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
8904,36,4.0,2,2.0,5,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3156,25,1.0,2,2.0,3,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
8729,21,1.0,2,4.0,2,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
7852,32,1.0,2,2.0,5,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
6965,38,1.0,0,4.0,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4404,46,8.0,2,1.0,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
3131,51,1.0,2,2.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3030,53,12.0,2,2.0,2,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7636,39,9.0,2,2.0,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
920,20,3.0,2,6.0,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
4134,21,1.0,2,3.0,5,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
8414,30,3.0,0,3.0,3,3,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
9176,32,9.0,2,1.0,5,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
4345,68,8.0,0,2.0,5,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7717,43,1.0,2,3.0,2,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
6607,43,0.0,2,2.0,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
10346,32,4.0,2,4.0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3034,83,0.0,1,2.0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
5516,33,2.0,2,2.0,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1323,31,5.0,2,2.0,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
10113,28,1.0,2,3.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
6175,63,1.0,2,1.0,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4147,33,0.0,2,3.0,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
4790,43,6.0,1,3.0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
5835,29,1.0,2,3.0,5,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
8116,26,2.0,2,2.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2485,46,8.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
5685,60,1.0,2,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3090,42,0.0,0,2.0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2136,30,0.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4075,28,1.0,2,2.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
2364,21,0.0,2,4.0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
7826,33,1.0,2,3.0,3,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1901,33,1.0,2,3.0,1,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4230,55,1.0,2,1.0,5,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
5147,57,4.0,0,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
458,52,0.0,2,3.0,3,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4703,26,0.0,2,4.0,5,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
6517,52,8.0,1,2.0,5,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
5863,43,0.0,1,3.0,5,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
7158,22,1.0,2,4.0,6,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
2684,25,1.0,1,2.0,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4539,43,7.0,0,5.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
8400,59,9.0,0,4.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
8568,85,0.0,2,1.0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
8664,57,1.0,2,2.0,6,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
6575,28,1.0,2,5.0,1,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2503,42,0.0,2,1.0,4,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1040,18,1.0,2,6.0,5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1433,47,0.0,2,2.0,5,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
10190,66,0.0,1,2.0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3013,53,0.0,0,3.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3616,20,4.0,2,5.0,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9301,63,6.0,2,1.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
3500,48,7.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
9139,21,1.0,2,4.0,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
10192,27,9.0,1,2.0,5,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5689,33,1.0,2,4.0,5,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
3670,36,0.0,0,2.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
6938,32,1.0,2,2.0,5,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
6221,18,3.0,2,3.0,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
942,58,9.0,2,2.0,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
923,25,0.0,2,8.0,6,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5802,63,0.0,1,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5960,35,4.0,1,4.0,5,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
7714,59,1.0,0,4.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2114,27,1.0,2,4.0,5,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4509,27,0.0,2,5.0,5,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4767,50,1.0,0,5.0,3,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
4454,50,0.0,2,5.0,5,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
8221,48,1.0,0,2.0,5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1591,22,8.0,0,2.0,4,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
7445,60,1.0,2,4.0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
238,58,0.0,0,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1722,28,9.0,2,3.0,5,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
4923,59,2.0,0,2.0,3,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5552,46,0.0,0,2.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
6469,21,0.0,2,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
3258,67,1.0,0,4.0,5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
6468,18,1.0,2,4.0,5,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
9095,42,6.0,2,2.0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
8973,36,1.0,2,2.0,5,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1439,86,0.0,1,2.0,5,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
3493,18,0.0,2,3.0,3,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
5022,41,1.0,0,3.0,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1367,59,0.0,2,2.0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2398,61,1.0,1,2.0,5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2976,66,1.0,1,2.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
9904,36,0.0,2,4.0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5221,38,6.0,0,2.0,5,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2374,76,1.0,1,2.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
7328,47,1.0,0,4.0,5,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
10607,29,8.0,2,2.0,5,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
3420,32,6.0,2,7.0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
7682,28,1.0,2,4.0,6,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1411,30,1.0,2,5.0,2,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
6685,33,6.0,2,2.0,3,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
3574,27,2.0,2,7.0,3,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
5510,61,6.0,0,2.0,5,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
6377,46,1.0,2,1.0,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1542,43,1.0,0,4.0,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
6963,40,5.0,0,2.0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
8043,37,8.0,0,2.0,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
6764,43,8.0,0,2.0,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
397,65,0.0,1,3.0,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
825,46,0.0,0,2.0,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1738,51,1.0,0,4.0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
5684,53,9.0,2,1.0,3,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4714,38,8.0,2,2.0,5,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4062,25,0.0,2,4.0,5,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
6384,18,0.0,2,5.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3378,81,1.0,1,3.0,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1208,19,0.0,2,4.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5018,35,8.0,0,4.0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
8325,25,2.0,2,3.0,5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1606,67,10.0,2,1.0,5,3,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
822,61,3.0,2,2.0,5,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
4110,53,1.0,2,4.0,5,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
7346,39,0.0,0,4.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
3821,35,1.0,1,3.0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
6176,43,1.0,2,3.0,5,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9356,86,0.0,1,2.0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
6452,79,1.0,1,2.0,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
146,73,1.0,0,3.0,5,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9714,52,0.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
4524,18,0.0,2,3.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
3815,72,0.0,0,3.0,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4114,40,6.0,2,2.0,5,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3072,26,0.0,0,2.0,5,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
9403,81,1.0,2,1.0,5,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1568,55,3.0,2,1.0,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1109,41,11.0,0,4.0,5,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1558,28,0.0,2,4.0,5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5814,63,0.0,0,3.0,5,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
6994,40,8.0,1,5.0,3,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
2489,83,0.0,1,2.0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
3111,33,0.0,2,3.0,5,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1492,55,2.0,0,2.0,5,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3535,35,1.0,0,2.0,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
9099,42,8.0,2,1.0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
10368,18,1.0,0,2.0,2,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
4762,35,1.0,0,2.0,5,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
8373,22,0.0,2,5.0,5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
3392,27,0.0,2,2.0,5,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9179,36,0.0,2,1.0,5,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
3589,43,0.0,2,6.0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4252,47,0.0,2,1.0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2646,27,9.0,2,2.0,5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
7491,69,0.0,0,2.0,5,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
3774,19,1.0,2,4.0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6727,37,1.0,2,1.0,5,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
177,38,2.0,2,1.0,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2219,39,4.0,2,3.0,5,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2766,18,0.0,2,3.0,2,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
3653,43,0.0,2,2.0,5,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
9018,74,1.0,1,2.0,5,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4591,32,1.0,2,3.0,6,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
373,56,0.0,2,1.0,5,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
9629,71,0.0,0,3.0,5,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
